Function,Algorithm,Mean,Std,Best,Median,Worst,TotalTimeSec,AvgTimePerRunSec,Rank
F15,GWO,80409842.9032734,2364808.94720619,67889003.9258292,80841593.0919655,80841632.6032988,121.0498666,4.03499555333333,2
F15,WSO,13491313750.0849,4422393111.82102,5494159943.90499,14462934520.3883,21764146104.0701,125.504261,4.18347536666667,4
F15,SBOA,27426.3616969092,9249.29530957659,3974.96738091852,32417.4512197828,35768.0964727909,169.763795,5.65879316666667,1
F16,PSO,4866.8918352359,648.204662383649,3673.29742516856,4759.0664375386,6769.76186582314,116.1879968,3.87293322666667,3
F16,GWO,3956.79152220824,336.959415098112,3222.27963156062,4002.87880873864,4702.66966257116,134.0764489,4.46921496333333,2
F16,WSO,9696.09642990508,992.73235121522,7053.63324987926,10006.8736286759,11420.3551555809,140.2845913,4.67615304333333,4
F16,SBOA,3223.49515942322,372.000483622828,2530.26832261491,3222.86028571842,3784.94828161842,186.9118208,6.23039402666667,1
F17,PSO,5026.25186683497,1766.81072238769,3411.7976721474,4729.9351708392,13736.5624501097,188.1680157,6.27226719,3
F17,GWO,3746.61413092914,255.930273824085,3221.52871711804,3759.85398630743,4151.64246902155,214.8039282,7.16013094,2
F17,WSO,303690.924772951,160600.856264197,20560.2061522065,293563.362773885,713901.805754705,217.3143024,7.24381008,4
F17,SBOA,2819.94964424195,328.618470759241,2155.94836155025,2821.27517542414,3595.47434935141,265.3351445,8.84450481666667,1
F18,PSO,17930092.6662995,21359404.349527,402666.60806784,9136741.95191235,82640137.3002832,109.6795456,3.65598485333333,3
F18,GWO,6699196.05724403,4621491.38079554,2292048.29923538,5656277.48233681,24759739.2352058,130.2414223,4.34138074333333,2
F18,WSO,194415369.196921,74832829.5188252,57837106.8290693,186956348.307957,421469850.308126,137.2984107,4.57661369,4
F18,SBOA,581041.532145181,616066.96709184,132549.237952506,378448.045640706,3039753.68888003,186.2128858,6.20709619333333,1
F19,PSO,305978452.43086,433504662.961124,3854471.69528115,97495042.1666719,1458148907.43957,588.2398793,19.6079959766667,3
F19,GWO,120755288.794937,52102274.8306351,453646.273767191,126903994.11121,209423392.039226,625.4811506,20.8493716866667,2
F19,WSO,6643022377.68193,1440413876.09619,3725846673.43715,6626370934.8574,9715633576.85569,608.7983761,20.2932792033333,4
F19,SBOA,9471.66164943762,11147.9773469974,2333.2701324319,4060.25022864131,44507.6785924039,677.4161315,22.5805377166667,1
F20,PSO,3462.69253649471,290.151508443822,2856.21160369029,3477.17283089893,4211.38072408902,202.8835772,6.76278590666667,3
F20,GWO,3425.5960513809,210.386756558558,3043.84643560948,3460.58712758444,3788.82264892676,249.1800559,8.30600186333333,2
F20,WSO,4730.96037625908,123.852387201326,4454.38023512777,4747.13713647743,4940.75885956477,229.389555,7.6463185,4
F20,SBOA,3075.83024394413,255.276782425062,2456.61911179617,3070.81042832135,3624.38939779887,279.4150131,9.31383377,1
F21,PSO,2795.60994330711,63.6108412234885,2642.12869335851,2795.85416297686,2906.71640752898,301.7957947,10.0598598233333,3
F21,GWO,2737.72523326737,24.2098993265297,2652.63693296634,2742.06604223735,2772.45587619703,363.7328536,12.1244284533333,2
F21,WSO,3493.44321851117,75.716271740169,3313.78977203085,3519.4830373858,3579.11291698116,328.854667,10.9618222333333,4
F21,SBOA,2386.45873028057,24.4598494042908,2346.54366473613,2379.71331636941,2434.69670279524,384.4559862,12.81519954,1
F22,PSO,11423.7257247202,1060.27268156938,9355.50594794398,11356.3604330541,13237.3867678124,340.2093074,11.3403102466667,3
F22,GWO,5071.20596083862,639.668183711005,4375.47727414205,4852.14409289101,7060.59179019776,413.2804335,13.77601445,1
F22,WSO,16961.0605189458,371.5806281021,16163.0201858218,17038.6744874007,17713.8270972625,366.1052043,12.20350681,4
F22,SBOA,9538.63864320742,916.825128663775,7716.24852366841,9546.27256577009,11334.6541334576,425.744624,14.1914874666667,2
F23,PSO,3574.33719358382,175.66898264143,3210.53516085601,3576.80250686177,3910.9721264962,399.5174459,13.3172481966667,3
F23,GWO,3258.30519430924,23.5279119874514,3209.8185968424,3265.10821232295,3295.74031020831,472.7545228,15.7584840933333,2
F23,WSO,4146.97729581923,115.204465192028,3877.44591503804,4166.29421898659,4331.03868081981,436.3876705,14.5462556833333,4
F23,SBOA,2818.32069760375,28.4077569064399,2771.28420231259,2811.20201747335,2883.36946475246,493.8872868,16.46290956,1
F24,PSO,3783.96050590866,124.232584070411,3581.51248208123,3790.26791364745,4062.67252007684,433.3114781,14.4437159366667,3
F24,GWO,3396.1315426289,28.5455304031558,3317.10963111164,3407.43715272582,3436.81001359172,465.2709974,15.5090332466667,2
F24,WSO,4194.78198079954,84.126556264596,4068.27050155936,4193.61204635765,4342.01797250931,465.5265969,15.51755323,4
F24,SBOA,3001.52293611556,29.3908076300608,2964.67869412057,2998.80394923314,3061.70633615277,521.4234897,17.38078299,1
F25,PSO,9744.15572110726,3583.22013473728,3299.95955151668,8686.58689187024,18792.3332251548,411.057521,13.7019173666667,3
F25,GWO,4332.18106145358,219.70020467164,3952.96931338513,4284.47060934602,4939.52035496708,435.4400249,14.5146674966667,2
F25,WSO,56913.9071444472,9406.30015027817,37074.6919280678,57919.3686293163,71618.8513377463,514.1728707,17.13909569,4
F25,SBOA,3010.49126590581,29.2518655215397,2980.38003334316,3015.49283954233,3069.59041698699,508.2735791,16.9424526366667,1
F26,PSO,13747.8091996621,1853.15403993625,10465.8144347554,13511.2834952834,18505.0942115497,558.1772734,18.6059091133333,3
F26,GWO,9051.68923223386,295.872609988903,8099.61804450279,9064.96878749415,9549.18932480409,531.3443045,17.7114768166667,2
F26,WSO,19847.420128468,1203.66205868389,16981.1320688465,19956.9034709513,22152.8073465222,578.8247783,19.2941592766667,4
F26,SBOA,4706.3001464598,202.568508674716,4186.7347781487,4785.77388656049,5059.99771452123,601.0759484,20.0358649466667,1
F27,PSO,4124.69743049951,245.446934365675,3738.54501548148,4099.37800659696,4942.42574118506,587.2566747,19.57522249,3
F27,GWO,3889.85695725736,49.7094849104923,3798.51319722601,3886.44151046624,3993.20839009667,632.2187268,21.07395756,2
F27,WSO,5068.52347260936,309.103017481147,4285.2509141045,5037.3305667122,5654.82405649368,627.8626665,20.92875555,4
F27,SBOA,3342.71541705226,55.7155156900264,3266.67972229006,3339.08873542877,3537.61275431997,688.6340029,22.9544667633333,1
F28,PSO,10345.4623235623,1459.0233952208,4343.9776728438,10325.8909204995,13122.5351877283,516.3141912,17.21047304,3
F28,GWO,4338.4371093634,150.387579949652,4083.28087384043,4312.25556254328,4779.72482343134,564.8521091,18.8284036366667,2
F28,WSO,18134.6878824093,1316.11498068465,15600.7664508737,18337.2502169541,20440.207302578,547.4379914,18.2479330466667,4
F28,SBOA,3280.04613311495,22.8638757530906,3258.85497535392,3268.53555572517,3317.41504390133,621.8893564,20.7296452133333,1
F29,PSO,6591.7073686339,1006.52708811268,4969.99606172719,6466.12313084005,8537.74321291343,354.918894,11.8306298,3
F29,GWO,5873.39815193278,199.467823125572,5556.39015542759,5898.15517096534,6239.77559539799,424.0162355,14.1338745166667,2
F29,WSO,41216.7701520623,19094.2581226927,15166.8368223363,42240.6892512545,91644.598509867,393.3761831,13.1125394366667,4
F29,SBOA,4055.07268137546,260.723736819595,3676.06614194944,4030.23462103452,4757.90764967179,453.3355531,15.1111851033333,1
F30,PSO,592453559.701313,616056921.095183,59914263.9304276,378400083.433312,2343250125.35343,757.8852737,25.2628424566667,3
F30,GWO,371483933.7978,72533698.0400254,241177617.954521,357234475.461665,512522572.540527,12406.9878811,413.566262703333,2
F30,WSO,9594511207.20103,1798858220.33324,4740386919.02734,9825292927.40571,12347460533.9201,785.7929967,26.19309989,4
F30,SBOA,2133979.9669025,1045282.1125503,769784.295133723,1850528.69997578,5248086.7119092,873.0075672,29.10025224,1
